149
25482 0.266683
25492 0.0536049
25494 0.407359
25498 0.0317385
25510 0.796245
25514 2.88678
25518 2.03764
25520 0.0140492
25522 0.267442
25524 0.481627
25526 0.455817
25530 0.165647
25532 0.122301
25534 4.37201
25536 0.0271742
25538 0.653757
25539 1.01678
25542 0.686133
25546 0.282911
25548 0.175126
25550 0.179673
25562 0.281193
25568 0.511884
25572 0.0941116
26232 0.433546
27008 0.49116
27047 0.0239228
27050 0.307637
27051 0.651002
27054 0.354009
27056 0.265723
27060 0.0853237
27064 0.215703
27070 1.68969
27072 0.72111
27074 10.3128
27078 1.9529
27080 0.137705
27082 2.35037
27086 3.47882
27087 0.235032
27090 0.590419
27091 0.337318
27094 0.201531
27095 0.168201
27099 1.14129
27102 0.0143757
27104 0.265715
27108 0.123161
27137 0.184646
27141 0.202119
27224 0.0321609
27242 0.0166463
27246 0.0137618
27795 0.174238
27830 0.184271
28546 0.263187
28555 0.026477
28562 0.517475
28566 0.271155
28567 0.153793
28571 0.206914
28574 0.672024
28578 1.04033
28582 0.870809
28583 0.044638
28585 0.0871679
28586 3.33837
28588 0.413074
28590 1.73513
28592 0.525973
28594 1.6398
28600 0.984867
28602 1.34141
28604 2.1445
28606 14.2289
28608 1.48177
28610 0.877132
28612 0.454347
28613 0.18066
28614 0.66669
28618 0.740627
28624 0.728611
28628 0.163289
28629 0.354037
28633 0.447598
28637 0.0669327
28640 0.153917
28779 0.503551
30093 1.09985
30112 0.0283018
30116 0.190301
30122 0.0673868
30126 0.645298
30128 0.191767
30130 0.058258
30132 0.912933
30134 0.227776
30136 1.17358
30138 2.19414
30140 1.6511
30142 16.2326
30144 1.17883
30146 8.98964
30150 1.84753
30152 0.121921
30154 2.85479
30155 0.448635
30158 1.7392
30160 0.886978
30164 0.466298
30166 0.133319
30170 0.581766
30174 0.0982589
31622 0.220746
31658 0.305712
31745 0.291905
31753 0.0287049
33230 1.08438
33234 0.207925
34730 1.23119
34734 0.285582
34738 0.587883
34750 0.360382
34816 1.0198
35022 0.542713
35026 1.40029
35039 0.270908
35064 2.32041
35068 4.01915
36224 0.186013
36232 0.0709619
36248 0.014955
36252 0.0201034
36286 0.209091
36290 1.23992
36292 0.02622
36294 0.0280453
